Unnamed: 0,Producto,Peso,Categoria,Marca,Link,link,PLU,Puntos,EAN
693,Cafe AMOR PERFECTO (350 gr),350 gr,Cafe,AMOR PERFECTO,https://www.exito.com/cafe-molido-gourmet-amor-perfecto-350-gr-3037387/p,https://www.exito.com/cafe-molido-gourmet-amor-perfecto-350-gr-3037387/p,3092786,4.950,7709375032007
694,Café AMOR PERFECTO (350 gr),350 gr,Café,AMOR PERFECTO,https://www.exito.com/bolsa-cafe-huila-molido-452212/p,https://www.exito.com/bolsa-cafe-huila-molido-452212/p,391271,4.671,7709990442649
695,Café AGUILA ROJA (2500 gr),2500 gr,Café,AGUILA ROJA,https://www.exito.com/cafe-tostado-y-molido-770211/p,https://www.exito.com/cafe-tostado-y-molido-770211/p,472317,13.157,7702040087005
696,DOLCE GUSTO NESCAFE DOLCE GUSTO CHAI TEA (99.5 gr),99.5 gr,DOLCE,DOLCE GUSTO NESCAFE DOLCE GUSTO CHAI TEA,https://www.exito.com/dolce-gusto-nescafe-dolce-gusto-chai-tea-995-gr-3190012/p,https://www.exito.com/dolce-gusto-nescafe-dolce-gusto-chai-tea-995-gr-3190012/p,3619899,3.286,7891000460511
697,Café Tostado Molido JUAN VALDEZ 83 gr,,Café,JUAN VALDEZ,https://www.exito.com/cafe-tostado-molido-juan-valdez-283-gr-3030170/p,https://www.exito.com/cafe-tostado-molido-juan-valdez-283-gr-3030170/p,3064453,4.757,7707284453814
698,Café CORDOBA (500 gr),500 gr,Café,CORDOBA,https://www.exito.com/cafe-molido-empaque-metalico-344834/p,https://www.exito.com/cafe-molido-empaque-metalico-344834/p,587236,2.093,7707108500052
699,Bolsa AMOR PERFECTO (350 gr),350 gr,Bolsa,AMOR PERFECTO,https://www.exito.com/bolsa-cafe-descafeinado-452211/p,https://www.exito.com/bolsa-cafe-descafeinado-452211/p,391269,4.586,7709990028287
700,Café SELLO ROJO Canela (120 gr),120 gr,Café,SELLO ROJO,https://www.exito.com/cafe-canela-medio-tostado-y-molido-x-120-gr-12933/p,https://www.exito.com/cafe-canela-medio-tostado-y-molido-x-120-gr-12933/p,513383,1.174,7702032052332
701,Café COLCAFE capuccino clásico (108 gr),108 gr,Café,COLCAFE,https://www.exito.com/cappuccino-clasico-colcafe-108-gr-3156701/p,https://www.exito.com/cappuccino-clasico-colcafe-108-gr-3156701/p,3517535,1.664,7702032118403
702,Cápsulas café JUAN VALDEZ Orgánico (44.8 gr),44.8 gr,Cápsulas,JUAN VALDEZ,https://www.exito.com/cafe-capsulas-organico-juan-valdez-448-gr-3116778/p,https://www.exito.com/cafe-capsulas-organico-juan-valdez-448-gr-3116778/p,3367895,3.279,7701362003441
703,Café Pomona premium tostado y molido (340 gr),340 gr,Café,,https://www.exito.com/cafe-tostado-molido-premium-pomona-340-gr-3138089/p,https://www.exito.com/cafe-tostado-molido-premium-pomona-340-gr-3138089/p,3446037,3.729,7701001881775
704,Cafe Molido FRUTO PAS,,Cafe,FRUTO PAS,https://www.exito.com/cafe-molido-bemoka-500-gr-622394/p,https://www.exito.com/cafe-molido-bemoka-500-gr-622394/p,546032,3.479,7702351004708
705,Café NESCAFE dolce gusto cappuccino (117.5 gr),117.5 gr,Café,NESCAFE,https://www.exito.com/nescafe-dolce-gusto-nescafe-cappuccino-1175-gr-3198189/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-cappuccino-1175-gr-3198189/p,3641881,3.357,7891000406021
706,café DORIGENN (340 gr),340 gr,café,DORIGENN,https://www.exito.com/caf-molido-andina-343374/p,https://www.exito.com/caf-molido-andina-343374/p,1393328,4.614,7709439551079
707,Cafe COLCAFE Liofilizado Fexpo (85 gr),85 gr,Cafe,COLCAFE,https://www.exito.com/cafe-colcafe-liofilizado-fexpo-85-gr-3189776/p,https://www.exito.com/cafe-colcafe-liofilizado-fexpo-85-gr-3189776/p,3618920,2.071,7702032119646
708,Cápsulas café JUAN VALDEZ Paisaje cultural cafetero (44.8 gr),44.8 gr,Cápsulas,JUAN VALDEZ,https://www.exito.com/cafe-capsulas-paisaje-cafetero-juan-valdez-448-gr-3116794/p,https://www.exito.com/cafe-capsulas-paisaje-cafetero-juan-valdez-448-gr-3116794/p,3367938,3.221,7707280887811
709,Café COLCAFE clásico (72 gr),72 gr,Café,COLCAFE,https://www.exito.com/cafe-granulado-stick-colcafe-72-gr-755384/p,https://www.exito.com/cafe-granulado-stick-colcafe-72-gr-755384/p,1455715,1.167,7702032113095
710,Chocolate de mesa CORONA VAINILLA PASTILLADO (200 gr),200 gr,Chocolate,CORONA VAINILLA PASTILLADO,https://www.exito.com/chocolate-de-mesa-corona-vainilla-pastillado-200-gr-3190944/p,https://www.exito.com/chocolate-de-mesa-corona-vainilla-pastillado-200-gr-3190944/p,3622556,1.284,7702007085495
711,Café TOSTAO Supremo Tostado Y Molido (220 gr),220 gr,Café,TOSTAO Y,https://www.exito.com/cafe-tostado-mol-selecto-tostao-220-gr-3068645/p,https://www.exito.com/cafe-tostado-mol-selecto-tostao-220-gr-3068645/p,3201415,1.126,7702439885960
712,Pods café JUAN VALDEZ Cumbre (91.2 gr),91.2 gr,Pods,JUAN VALDEZ,https://www.exito.com/cafe-molido-pods-cumbre-960983/p,https://www.exito.com/cafe-molido-pods-cumbre-960983/p,785633,3.307,7707280892037
713,Chocolate CHOCOEXPRESS sin azúcar (120 gr),120 gr,Chocolate,CHOCOEXPRESS,https://www.exito.com/choco-express-sin-azucar-xc47-120-gr-664524/p,https://www.exito.com/choco-express-sin-azucar-xc47-120-gr-664524/p,541531,1.986,7702088103293
714,Café CENTTO NUTRESA fuerte (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cafe-fuerte-centto-sello-rojo-60-gr-3149453/p,https://www.exito.com/cafe-fuerte-centto-sello-rojo-60-gr-3149453/p,3486485,2.279,7702032117963
715,Café AGUILA ROJA (85 gr),85 gr,Café,AGUILA ROJA,https://www.exito.com/cafe-soluble-instantaneo-aguila-roja-85-gramo-405039/p,https://www.exito.com/cafe-soluble-instantaneo-aguila-roja-85-gramo-405039/p,616501,1.843,7702040000134
716,Café EKONO tostado y molido (75 gr),75 gr,Café,EKONO,https://www.exito.com/cafe-molido-ekono-75-gramo-623092/p,https://www.exito.com/cafe-molido-ekono-75-gramo-623092/p,8599,400,7701001665757
717,Café TOSTAO intenso tostado y molido (454 gr),454 gr,Café,TOSTAO,https://www.exito.com/cafe-molido-tostao-454-gr-3200223/p,https://www.exito.com/cafe-molido-tostao-454-gr-3200223/p,3650270,2.057,7708024204437
718,Café MESA DE LOS SANTOS (454 gr),454 gr,Café,MESA DE LOS SANTOS,https://www.exito.com/cafe-gourmet-255483/p,https://www.exito.com/cafe-gourmet-255483/p,431353,6.850,7707178230019
719,Cápsulas café JUAN VALDEZ Mujeres cafeteras (44.8 gr),44.8 gr,Cápsulas,JUAN VALDEZ,https://www.exito.com/cafe-capsulas-mujeres-cafeteras-juan-valdez-448-gr-3116779/p,https://www.exito.com/cafe-capsulas-mujeres-cafeteras-juan-valdez-448-gr-3116779/p,3367896,3.179,7701362003496
720,Café Nescafé DOLCA Soluble en polvo (47 gr),47 gr,Café,DOLCA,https://www.exito.com/cafe-dolca-nescafe-47-gr-3068515/p,https://www.exito.com/cafe-dolca-nescafe-47-gr-3068515/p,3201096,977,7702024666530
721,Café instantáneo NESCAFE TRADICIÓN lleva gratis mug (170 gr),170 gr,Café,NESCAFE TRADICIÓN,https://www.exito.com/of-nescafe-tradicional-gts-mug-480762/p,https://www.exito.com/of-nescafe-tradicional-gts-mug-480762/p,368266,3.857,7702024076513
722,Café BUENDIA Clasico (280 gr),280 gr,Café,BUENDIA,https://www.exito.com/cafe-buendia-clasico-280-gr-3193071/p,https://www.exito.com/cafe-buendia-clasico-280-gr-3193071/p,3628589,3.300,7707211635955
723,Café SALENTO molido arábico (250 gr),250 gr,Café,SALENTO,https://www.exito.com/cafe-arabico-milido-843855/p,https://www.exito.com/cafe-arabico-milido-843855/p,1134710,5.979,7709990606799
724,Café JUAN VALDEZ Origen Sierra Nevada (283 gr),283 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-sierra-nevada-molid-684771/p,https://www.exito.com/cafe-sierra-nevada-molid-684771/p,244364,5.807,7701362008729
725,Café molido Oma OMA TOSTADO MOLIDO BREAKFAST BLEND (300 gr),300 gr,Café,OMA TOSTADO MOLIDO BREAKFAST BLEND,https://www.exito.com/cafe-tostado-molido-breakfast-blend-oma-300-gr-3130331/p,https://www.exito.com/cafe-tostado-molido-breakfast-blend-oma-300-gr-3130331/p,3414396,3.729,7702747896580
726,Café CENTTO NUTRESA vainilla (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cafe-vainilla-centto-colcafe-115-gr-3149454/p,https://www.exito.com/cafe-vainilla-centto-colcafe-115-gr-3149454/p,3486486,2.479,7702032118007
727,Café AROMA instantáneo en polvo vaso (85 gr),85 gr,Café,AROMA,https://www.exito.com/cafe-aroma-soluble-85-gr-130716/p,https://www.exito.com/cafe-aroma-soluble-85-gr-130716/p,733824,1.686,7707199660352
728,Café LOS FRAILES molido origen Fredonia (500 gr),500 gr,Café,LOS FRAILES,https://www.exito.com/cafe-tostado-y-molido-x-500-gr-866112/p,https://www.exito.com/cafe-tostado-y-molido-x-500-gr-866112/p,732422,9.100,7707352870024
729,Bolsa AMOR PERFECTO (350 gr),350 gr,Bolsa,AMOR PERFECTO,https://www.exito.com/bolsa-cafe-narino-molid-452213/p,https://www.exito.com/bolsa-cafe-narino-molid-452213/p,391272,4.671,7709990442618
730,Café MESA DE LOS SANTOS (454 gr),454 gr,Café,MESA DE LOS SANTOS,https://www.exito.com/cafe-mesa-de-los-santos-en-gra-41534/p,https://www.exito.com/cafe-mesa-de-los-santos-en-gra-41534/p,709549,6.779,7707178230071
731,Café TOSTAO tostado supremo (340 gr),340 gr,Café,TOSTAO,https://www.exito.com/cafe-tostao-supremo-x-340-gr-tostao-340-gr-3198362/p,https://www.exito.com/cafe-tostao-supremo-x-340-gr-tostao-340-gr-3198362/p,3642463,3.149,7708024204666
732,Cafe PERGAMINO ALTO LETRAS MOLIDO (360 gr),360 gr,Cafe,PERGAMINO ALTO LETRAS MOLIDO,https://www.exito.com/cafe-alto-letras-molido-pergamino-360-gr-3052948/p,https://www.exito.com/cafe-alto-letras-molido-pergamino-360-gr-3052948/p,3151308,5.207,7709741378364
733,café SELLO ROJO MOLIDO (600 gr),600 gr,café,SELLO ROJO MOLIDO,https://www.exito.com/of-cafe-sr-fuerte-extrac-728199/p,https://www.exito.com/of-cafe-sr-fuerte-extrac-728199/p,8565,3.321,7702032109951
734,Café COLCAFE granulado bolsa (500 gr),500 gr,Café,COLCAFE,https://www.exito.com/cafe-granulado-colcafe-bolsa-500-gr-3182575/p,https://www.exito.com/cafe-granulado-colcafe-bolsa-500-gr-3182575/p,3587177,8.271,7702032104352
735,Chocolate de mesa CORONA CAPSULA CENTTO (115 gr),115 gr,Chocolate,CORONA CAPSULA CENTTO,https://www.exito.com/chocolate-de-mesa-corona-capsula-centto-115-gr-3189777/p,https://www.exito.com/chocolate-de-mesa-corona-capsula-centto-115-gr-3189777/p,3618921,3.021,7702032118021
736,Chocolate de mesa CORONA endulzado con stevia (1664 gr),1664 gr,Chocolate,CORONA,https://www.exito.com/chocolate-endulzado-con-stevia-corona-1664-gr-3083475/p,https://www.exito.com/chocolate-endulzado-con-stevia-corona-1664-gr-3083475/p,3260352,25.643,7702007075656
737,Café NESCAFE Descafeinado (200 gr),200 gr,Café,NESCAFE,https://www.exito.com/cafe-nescafe-decaf-200-gr-984343/p,https://www.exito.com/cafe-nescafe-decaf-200-gr-984343/p,1374721,4.521,7613036475297
738,Café LUKAFE tostado molido fuerte (195 gr),195 gr,Café,LUKAFE,https://www.exito.com/cafe-lukafe-tostado-molido-fuerte-195-gr-3187224/p,https://www.exito.com/cafe-lukafe-tostado-molido-fuerte-195-gr-3187224/p,3609841,1.219,7702088214708
739,Café AROMA instantáneo en polvo jarra (170 gr),170 gr,Café,AROMA,https://www.exito.com/cafe-soluble-jarra-aroma-170-gr-237702/p,https://www.exito.com/cafe-soluble-jarra-aroma-170-gr-237702/p,589261,3.286,7707199660741
740,Chocolate en polvo LYNE Clavos y canela (200 gr),200 gr,Chocolate,LYNE,https://www.exito.com/chocolate-lyne-200-gr-3161778/p,https://www.exito.com/chocolate-lyne-200-gr-3161778/p,3537588,2.314,7702007077902
741,Café JUAN VALDEZ Origen Antioquia molido (283 gr),283 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-molido-antioquia-x-283-gr-409499/p,https://www.exito.com/cafe-molido-antioquia-x-283-gr-409499/p,408748,5.807,7701362005780
742,Café JUAN VALDEZ Liofilizado mujeres cafeteras (95 gr),95 gr,Café,JUAN VALDEZ,https://www.exito.com/liofilizado-mujeres-cafeteras-juan-valdez-95-gr-3153645/p,https://www.exito.com/liofilizado-mujeres-cafeteras-juan-valdez-95-gr-3153645/p,3504302,4.350,7707211633357
743,Café CENTTO NUTRESA escarlata (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cafe-escarlata-matiz-70-gr-3149459/p,https://www.exito.com/cafe-escarlata-matiz-70-gr-3149459/p,3486491,2.529,7702032118090
744,Café NESCAFE DOLCE GUSTO dolce gusto americano (80 gr),80 gr,Café,NESCAFE DOLCE GUSTO,https://www.exito.com/nescafe-dolce-gusto-nescafe-americano-80-gr-3198185/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-americano-80-gr-3198185/p,3641877,3.414,7891000405772
745,Cafe COLCAFE SOLUBLE AMARETTO (50 gr),50 gr,Cafe,COLCAFE SOLUBLE AMARETTO,https://www.exito.com/cafe-soluble-amaretto-colcafe-50-gr-3160850/p,https://www.exito.com/cafe-soluble-amaretto-colcafe-50-gr-3160850/p,3533417,1.457,7702032119042
746,Café LA BASTILLA tostado y molido +obsequio 125gr (450 gr),450 gr,Café,LA BASTILLA,https://www.exito.com/cafe-gtis-cafe-la-bastilla-450-gr-3084273/p,https://www.exito.com/cafe-gtis-cafe-la-bastilla-450-gr-3084273/p,3264002,2.579,7702032116249
747,Café CENTTO NUTRESA clásico (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cappuccino-clasico-centto-colcafe-115-gr-3149455/p,https://www.exito.com/cappuccino-clasico-centto-colcafe-115-gr-3149455/p,3486487,2.479,7702032118045
748,Café NESCAFE capuccino (90 gr),90 gr,Café,NESCAFE,https://www.exito.com/cafe-nescafe-capuccino-90-gr-3198099/p,https://www.exito.com/cafe-nescafe-capuccino-90-gr-3198099/p,3641573,1.457,7702024701873
749,Cafe AGUILA ROJA (50 gr),50 gr,Cafe,AGUILA ROJA,https://www.exito.com/cafe-instantaneo-x-aguila-roja-50-gramo-434358/p,https://www.exito.com/cafe-instantaneo-x-aguila-roja-50-gramo-434358/p,220537,1.174,7702040001001
750,Cafe AGUILA ROJA Soluble Liofilizado (100 gr),100 gr,Cafe,AGUILA ROJA,https://www.exito.com/cafe-soluble-liofilizado-aguila-roja-85-gr-3161667/p,https://www.exito.com/cafe-soluble-liofilizado-aguila-roja-85-gr-3161667/p,3537058,2.521,7702040000011
751,Café CENTTO NUTRESA ámbar (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cafe-ambar-centto-matiz-80-gr-3149457/p,https://www.exito.com/cafe-ambar-centto-matiz-80-gr-3149457/p,3486489,2.564,7702032118069
752,Café SELLO ROJO tostado y molido fuerte (2500 gr),2500 gr,Café,SELLO ROJO,https://www.exito.com/cafe-tostado-sello-rojo-fuerte-2500-gr-3187146/p,https://www.exito.com/cafe-tostado-sello-rojo-fuerte-2500-gr-3187146/p,3608843,12.657,7702032252602
753,Café CAFETALERO (250 gr),250 gr,Café,CAFETALERO,https://www.exito.com/cafe-cafetalero-250-gr-3170854/p,https://www.exito.com/cafe-cafetalero-250-gr-3170854/p,3548212,4.064,7709214409762
754,Café CH!MBA UN CAFECITO MUY RICO (250 gr),250 gr,Café,CH!MBA UN CAFECITO MUY RICO,https://www.exito.com/cafe-molido-chmba-un-cafecito-muy-rico-250-gr-3133114/p,https://www.exito.com/cafe-molido-chmba-un-cafecito-muy-rico-250-gr-3133114/p,3423020,4.850,7707802153073
755,Chocolate de mesa CORONA delicatto (1420 gr),1420 gr,Chocolate,CORONA,https://www.exito.com/chocolate-de-mesa-delicatt-x10-corona-1420-gr-3035820/p,https://www.exito.com/chocolate-de-mesa-delicatt-x10-corona-1420-gr-3035820/p,3086677,13.643,7702007069723
756,Cafe AGUILA ROJA (1000 gr),1000 gr,Cafe,AGUILA ROJA,https://www.exito.com/cafe-molido-tradicional-aguila-1000-gr-613122/p,https://www.exito.com/cafe-molido-tradicional-aguila-1000-gr-613122/p,133426,5.843,7702040067014
757,Café MESA DE LOS SANTOS (250 gr),250 gr,Café,MESA DE LOS SANTOS,https://www.exito.com/cafe-mesa-de-los-santos-457148/p,https://www.exito.com/cafe-mesa-de-los-santos-457148/p,704783,4.571,7707178230101
758,Café NESCAFE DOLCE GUSTO dolce gusto expresso intenso (80 gr),80 gr,Café,NESCAFE DOLCE GUSTO,https://www.exito.com/nescafe-dolce-gusto-nescafe-expresso-intenso-80-gr-3198187/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-expresso-intenso-80-gr-3198187/p,3641879,3.414,7891000405932
759,Chocolate Del Campo RP sin azúcar 100% cacao orgánico (250 gr),250 gr,Chocolate,RP,https://www.exito.com/chocolate-de-mesa-del-campo-rp-250-gr-3094736/p,https://www.exito.com/chocolate-de-mesa-del-campo-rp-250-gr-3094736/p,3302748,4.700,7709951026901
760,Café JUAN VALDEZ Volcan molido (250 gr),250 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-volcan-para-espresso-x-250-g-421027/p,https://www.exito.com/cafe-volcan-para-espresso-x-250-g-421027/p,598842,4.043,7707280880256
761,Café NESCAFE DOLCE GUSTO dolce gusto café con leche (100 gr),100 gr,Café,NESCAFE DOLCE GUSTO,https://www.exito.com/nescafe-dolce-gusto-nescafe-cafe-con-leche-100-gr-3198186/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-cafe-con-leche-100-gr-3198186/p,3641878,3.414,7891000405901
762,Café NESCAFE latte vainilla (90 gr),90 gr,Café,NESCAFE,https://www.exito.com/cafe-nescafe-latte-vainilla-90-gr-3198098/p,https://www.exito.com/cafe-nescafe-latte-vainilla-90-gr-3198098/p,3641572,1.457,7702024455318
763,Café MATIZ Estuche Social (210 gr),210 gr,Café,MATIZ,https://www.exito.com/cafe-estuche-social-matiz-210-gramo-239542/p,https://www.exito.com/cafe-estuche-social-matiz-210-gramo-239542/p,1733844,4.043,7702032114610
764,Café CENTTO NUTRESA chai late (10 und),10 und,Café,CENTTO NUTRESA,https://www.exito.com/cafe-chai-latte-colcafe-115-gr-3149456/p,https://www.exito.com/cafe-chai-latte-colcafe-115-gr-3149456/p,3486488,2.479,7702032118052
765,Café JUAN VALDEZ Orgánico grano (1000 gr),1000 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-organico-grano-juan-valdez-1-gr-113084/p,https://www.exito.com/cafe-organico-grano-juan-valdez-1-gr-113084/p,1418659,15.757,7701362008613
766,Café JUAN VALDEZ Café Molido (250 gr),250 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-juan-valdez-cafe-molido-250-gr-3188957/p,https://www.exito.com/cafe-juan-valdez-cafe-molido-250-gr-3188957/p,3616361,3.621,7708088542254
767,Café JUAN VALDEZ Carlos Vives edición especial (283 gr),283 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-especialarlos-vives-juan-valdez-283-gr-3144077/p,https://www.exito.com/cafe-especialarlos-vives-juan-valdez-283-gr-3144077/p,3469931,5.021,7701362002291
768,Chocolate LUKER de mesa con clavos y canela (112 gr),112 gr,Chocolate,LUKER,https://www.exito.com/chocolate-luker-amargo-112-gr-3191911/p,https://www.exito.com/chocolate-luker-amargo-112-gr-3191911/p,3624960,1.331,7702088215484
769,Chocolate en polvo LYNE Clásico (200 gr),200 gr,Chocolate,LYNE,https://www.exito.com/chocolate-lyne-200-gr-3161779/p,https://www.exito.com/chocolate-lyne-200-gr-3161779/p,3537589,2.314,7702007077834
770,Chocolate JUAN CHOCONAT (300 gr),300 gr,Chocolate,JUAN CHOCONAT,https://www.exito.com/chocolate-cacao-sin-azucar-juan-choconat-300-gr-920968/p,https://www.exito.com/chocolate-cacao-sin-azucar-juan-choconat-300-gr-920968/p,1617265,4.607,7709106774749
771,Café PELIGRO CAFÉ (250 gr),250 gr,Café,PELIGRO CAFÉ,https://www.exito.com/cafe-peligro-cafe-250-gr-3170853/p,https://www.exito.com/cafe-peligro-cafe-250-gr-3170853/p,3548211,4.914,7707802152809
772,Café SAN ALBERTO 340 Gm (340 gr),340 gr,Café,SAN ALBERTO,https://www.exito.com/cafe-premium-840474/p,https://www.exito.com/cafe-premium-840474/p,1126961,8.929,7707240900055
773,Café LUKAFE tostado y molido fuerte (250 gr),250 gr,Café,LUKAFE,https://www.exito.com/cafe-lukafe-250-gr-274498/p,https://www.exito.com/cafe-lukafe-250-gr-274498/p,147219,1.586,7702088352356
774,Café OMA Tostado Molido Descafeinado (250 gr),250 gr,Café,OMA,https://www.exito.com/cafe-descafeinado-l-selecta-694107/p,https://www.exito.com/cafe-descafeinado-l-selecta-694107/p,792157,2.857,7702747000529
775,Cafe OMA MOLIDO TOSTADO RESERVA (220 gr),220 gr,Cafe,OMA MOLIDO TOSTADO RESERVA,https://www.exito.com/cafe-molido-tostado-reserva-oma-220-gr-3114066/p,https://www.exito.com/cafe-molido-tostado-reserva-oma-220-gr-3114066/p,3357351,4.836,7702747145855
776,Café TULIO Y MARIA molido premium origen Concordia (250 gr),250 gr,Café,TULIO Y MARIA,https://www.exito.com/cafe-premium-molido-840464/p,https://www.exito.com/cafe-premium-molido-840464/p,1126955,4.900,7709593276740
777,Café LA DIVISA Tradicional Grano (340 gr),340 gr,Café,LA DIVISA,https://www.exito.com/cafe-tradicional-grano-la-divisa-340-gr-3121049/p,https://www.exito.com/cafe-tradicional-grano-la-divisa-340-gr-3121049/p,3377103,4.943,7709126264077
778,Café NESCAFE dolce gusto vainilla (117.5 gr),117.5 gr,Café,NESCAFE,https://www.exito.com/nescafe-dolce-gusto-nescafe-vainilla-1175-gr-3198188/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-vainilla-1175-gr-3198188/p,3641880,3.357,7891000405963
779,Chocolate SOL pastillas de cocoa (320 gr),320 gr,Chocolate,SOL,https://www.exito.com/pastilla-cocoa-menos-azucar-sol-320-gr-3066308/p,https://www.exito.com/pastilla-cocoa-menos-azucar-sol-320-gr-3066308/p,3191411,2.329,7702088204723
780,Cafe MATIZ CAPSULAS TENTACION CENTTO (42 gr),42 gr,Cafe,MATIZ CAPSULAS TENTACION CENTTO,https://www.exito.com/cafe-matiz-capsulas-tentacion-centto-42-gr-3194498/p,https://www.exito.com/cafe-matiz-capsulas-tentacion-centto-42-gr-3194498/p,3632527,2.357,7702032119554
781,Café NESCAFE mokaccino (90 gr),90 gr,Café,NESCAFE,https://www.exito.com/cafe-nescafe-mokaccino-90-gr-3198097/p,https://www.exito.com/cafe-nescafe-mokaccino-90-gr-3198097/p,3641571,1.457,7702024389002
782,Café AROMA instantáneo granulado jarra (170 gr),170 gr,Café,AROMA,https://www.exito.com/cafe-granulado-jarra-aroma-170-gr-237701/p,https://www.exito.com/cafe-granulado-jarra-aroma-170-gr-237701/p,589259,3.843,7707199660758
783,Café ALMENDRA SELECTA molido origen Fredonia (250 gr),250 gr,Café,ALMENDRA SELECTA,https://www.exito.com/cafe-almendra-selecta-408452/p,https://www.exito.com/cafe-almendra-selecta-408452/p,941137,4.800,7709990994940
784,Café LA DIVISA Especial Grano (340 gr),340 gr,Café,LA DIVISA,https://www.exito.com/cafe-especial-grano-la-divisa-340-gr-3121048/p,https://www.exito.com/cafe-especial-grano-la-divisa-340-gr-3121048/p,3377102,5.836,7709126264060
785,Café LA DIVISA Microlotes Grano (340 gr),340 gr,Café,LA DIVISA,https://www.exito.com/cafe-microlotes-grano-la-divisa-340-gr-3121046/p,https://www.exito.com/cafe-microlotes-grano-la-divisa-340-gr-3121046/p,3377100,7.371,7709126264053
786,Café JUAN VALDEZ Origen Huila grano (1000 gr),1000 gr,Café,JUAN VALDEZ,https://www.exito.com/cafe-huila-grano-juan-valdez-1000-gr-960642/p,https://www.exito.com/cafe-huila-grano-juan-valdez-1000-gr-960642/p,1417941,15.757,7701362008620
787,Café TOSTAO tostado gourmet (200 gr),200 gr,Café,TOSTAO,https://www.exito.com/cafe-tostao-gourmet-x-200-gr-tostao-200-gr-3198359/p,https://www.exito.com/cafe-tostao-gourmet-x-200-gr-tostao-200-gr-3198359/p,3642460,1.771,7708024204970
788,Café TAEQ tostado orgánico (250 gr),250 gr,Café,TAEQ,https://www.exito.com/cafe-taeq-tostado-organico-250-gr-3180825/p,https://www.exito.com/cafe-taeq-tostado-organico-250-gr-3180825/p,3582036,4.414,7701002038871
789,Café AMOR PERFECTO Origenes (350 gr),350 gr,Café,AMOR PERFECTO,https://www.exito.com/cafe-sabor-cacao-caramelo-huil-amor-perfecto-350-gr-3078951/p,https://www.exito.com/cafe-sabor-cacao-caramelo-huil-amor-perfecto-350-gr-3078951/p,3239045,6.136,7709576589911
790,Chocolate JUAN CHOCONAT (420 gr),420 gr,Chocolate,JUAN CHOCONAT,https://www.exito.com/chocolate-juan-choconat-420-gr-920967/p,https://www.exito.com/chocolate-juan-choconat-420-gr-920967/p,1617264,2.879,7709106774732
791,Café GINEBRAS (500 gr),500 gr,Café,GINEBRAS,https://www.exito.com/cafe-molido-ginebras-500-gr-872945/p,https://www.exito.com/cafe-molido-ginebras-500-gr-872945/p,671068,2.629,7702483100934
792,Café NESCAFE dolce gusto lungo (70 gr),70 gr,Café,NESCAFE,https://www.exito.com/nescafe-dolce-gusto-nescafe-lungo-70-gr-3198190/p,https://www.exito.com/nescafe-dolce-gusto-nescafe-lungo-70-gr-3198190/p,3641882,3.357,7891000406052
793,Café NESCAFE con leche (220 gr),220 gr,Café,NESCAFE,https://www.exito.com/cafe-nescafe-con-leche-220-gr-3198107/p,https://www.exito.com/cafe-nescafe-con-leche-220-gr-3198107/p,3641602,2.000,7702024962540
794,Café LA VEREDA molido tostión media origen Huila (283 gr),283 gr,Café,LA VEREDA,https://www.exito.com/cafe-huila-molido-la-vereda-283-gr-3133880/p,https://www.exito.com/cafe-huila-molido-la-vereda-283-gr-3133880/p,3426276,4.729,7708065772209
795,Café LA DIVISA Especial Molido (340 gr),340 gr,Café,LA DIVISA,https://www.exito.com/cafe-especial-molido-la-divisa-340-gr-3121050/p,https://www.exito.com/cafe-especial-molido-la-divisa-340-gr-3121050/p,3377104,5.836,7709126264091
796,Chocolate en polvo LYNE Endulzado (1664 gr),1664 gr,Chocolate,LYNE,https://www.exito.com/chocolate-light-endulzado-lyne-1664-gr-3122840/p,https://www.exito.com/chocolate-light-endulzado-lyne-1664-gr-3122840/p,3383745,26.114,7702007078039
797,Chocolate LUKER Sin Azuc 15% ExtraConte (200 gr),200 gr,Chocolate,LUKER,https://www.exito.com/of-choc-sin-azuc-20-ext-cont-chocoexpress-200-gr-912733/p,https://www.exito.com/of-choc-sin-azuc-20-ext-cont-chocoexpress-200-gr-912733/p,1275231,2.371,7702088199289
798,Café CHINCHINA molido origen Caldas (250 gr),250 gr,Café,CHINCHINA,https://www.exito.com/cafe-reserva-de-oro-molido-840493/p,https://www.exito.com/cafe-reserva-de-oro-molido-840493/p,1126973,3.250,7707314590090
